BuildingType,PrimaryPropertyType,ZipCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,ListOfAllPropertyUseTypes_list
NonResidential,Large Office,98121,DOWNTOWN,1968,1,3,26731,74003,Office,97,9788717,9788716,0,68,['Office']
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1981,1,4,18504,59158,"Office, Parking",81,5007401,4286102,721298,68,"['Office', 'Parking']"
NonResidential,Large Office,98121,DOWNTOWN,1978,1,12,21790,212210,"Financial Office, Laboratory, Office, Parking",89,18661606,18246151,415452,149,"['Financial Office', 'Laboratory', 'Office', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1989,1,25,0,369996,"Office, Parking",64,24755086,24755084,0,173,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98101,DOWNTOWN,1926,1,10,7757,55652,"Office, Retail Store",67,3444270,1357845,0,171,"['Office', 'Retail Store']"
NonResidential,Large Office,98101,DOWNTOWN,1930,1,17,30000,174790,"Office, Other - Recreation, Parking, Retail Store",44,7739699,6736076,1003622,100,"['Office', 'Other - Recreation', 'Parking', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98101,DOWNTOWN,1916,1,5,0,73399,"Office, Retail Store",61,3757006,3757005,0,26,"['Office', 'Retail Store']"
NonResidential,Large Office,98101,DOWNTOWN,1969,1,20,32334,233517,"Office, Parking",65,14633233,8064399,0,563,"['Office', 'Parking']"
NonResidential,Large Office,98121,DOWNTOWN,1968,1,12,0,206000,"Office, Parking",53,8580279,6267781,0,222,"['Office', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1990,1,16,141600,339240,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",53,17867002,17733276,133724,131,"['Fitness Center/Health Club/Gym', 'Office', 'Other', 'Parking', 'Restaurant']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,7,0,89550,"Office, Retail Store, Social/Meeting Hall",48,3903260,3554872,0,52,"['Office', 'Retail Store', 'Social/Meeting Hall']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,6,0,89355,"Office, Retail Store",47,4178234,4116601,61632,32,"['Office', 'Retail Store']"
NonResidential,Large Office,98104,DOWNTOWN,1922,1,15,0,388934,Office,48,18576900,17384553,0,213,['Office']
NonResidential,Large Office,98104,DOWNTOWN,1929,1,22,0,384302,"Convenience Store without Gas Station, Food Service, Office",28,10062436,10062435,0,70,"['Convenience Store without Gas Station', 'Food Service', 'Office']"
NonResidential,Large Office,98104,DOWNTOWN,1958,1,17,84600,293925,"Office, Parking",105,24906132,13985064,0,940,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1950,1,6,1392,89699,"Office, Parking",20,1835805,1355021,0,47,"['Office', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1968,1,8,62993,94948,"Office, Parking",44,3743228,3743228,0,26,"['Office', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1991,1,29,197231,438072,"Office, Parking",35,18221224,18040489,0,140,"['Office', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1958,1,6,25920,146922,"Data Center, Office, Parking",297,41399504,39794668,1604831,363,"['Data Center', 'Office', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1972,1,14,23775,162993,"Data Center, Office, Parking",53,9641043,7486064,0,219,"['Data Center', 'Office', 'Parking']"
NonResidential,Large Office,98104,DOWNTOWN,1907,1,8,0,201480,"Non-Refrigerated Warehouse, Office, Retail Store",44,8921778,7301810,0,176,"['Non-Refrigerated Warehouse', 'Office', 'Retail Store']"
Nonresidential COS,Large Office,98104,DOWNTOWN,2001,1,14,0,310490,"Data Center, Office, Other",71,21169502,16124036,5045465,380,"['Data Center', 'Office', 'Other']"
Nonresidential COS,Large Office,98104,DOWNTOWN,2003,1,8,30660,168870,"Office, Other, Parking, Restaurant",73,13214416,8738965,4475451,299,"['Office', 'Other', 'Parking', 'Restaurant']"
NonResidential,Large Office,98104,DOWNTOWN,2006,1,13,52703,319539,"Office, Parking",43,13843866,11248986,2594878,216,"['Office', 'Parking']"
NonResidential,Large Office,98104,DOWNTOWN,1909,1,7,8296,106099,Office,28,2746561,1640689,1105871,70,['Office']
NonResidential,Retail Store,98105,NORTHEAST,1978,1,2,0,89200,Retail Store,72,6461937,5499125,962811,89,['Retail Store']
NonResidential,Large Office,98195,NORTHEAST,1971,1,23,0,474546,Office,60,28450436,28450433,0,198,['Office']
NonResidential,Other,98185,NORTHEAST,1969,1,5,0,36000,Data Center,834,30038490,30038487,0,209,['Data Center']
NonResidential,Small- and Mid-Sized Office,98105,NORTHEAST,1961,1,5,0,99005,Office,59,4728488,2863212,1865277,119,['Office']
NonResidential,Large Office,98105,NORTHEAST,2002,1,6,44248,90803,"Office, Parking",46,4426136,4426136,0,31,"['Office', 'Parking']"
NonResidential,Large Office,98105,NORTHEAST,2002,1,5,82720,137929,"Office, Parking",48,7046346,7046345,0,49,"['Office', 'Parking']"
NonResidential,Self-Storage Facility,98101,DOWNTOWN,1964,1,5,0,93660,Self-Storage Facility,9,873222,873222,0,6,['Self-Storage Facility']
NonResidential,Large Office,98101,DOWNTOWN,1980,1,18,64660,349055,"Office, Parking",70,24224888,24224886,0,169,"['Office', 'Parking']"
NonResidential,Mixed Use Property,98101,DOWNTOWN,2000,1,11,195621,185760,"Fitness Center/Health Club/Gym, Office, Parking",48,9765777,9671822,93954,72,"['Fitness Center/Health Club/Gym', 'Office', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1988,1,20,118744,378769,"Office, Parking",73,26823218,26602310,220905,197,"['Office', 'Parking']"
NonResidential,Large Office,98121,DOWNTOWN,1979,1,24,116721,427155,"Office, Parking",60,25307744,25307741,0,176,"['Office', 'Parking']"
NonResidential,Mixed Use Property,98121,DOWNTOWN,1980,1,4,38700,70647,"Laboratory, Office, Parking",116,8218156,7484659,733496,91,"['Laboratory', 'Office', 'Parking']"
NonResidential,Large Office,98121,DOWNTOWN,1982,1,6,124216,272410,"Office, Parking",74,20361158,20361156,0,142,"['Office', 'Parking']"
NonResidential,Large Office,98121,DOWNTOWN,2002,1,6,83591,203880,"Office, Other, Other - Restaurant/Bar, Parking",75,14913424,14913422,0,104,"['Office', 'Other', 'Other - Restaurant/Bar', 'Parking']"
NonResidential,Large Office,98121,DOWNTOWN,1947,1,3,48512,144118,"Office, Parking",37,5357833,5169641,188191,46,"['Office', 'Parking']"
NonResidential,Large Office,98121,DOWNTOWN,1984,1,8,61986,191117,"Laboratory, Office, Other, Parking",161,29949248,29949243,0,209,"['Laboratory', 'Office', 'Other', 'Parking']"
NonResidential,Supermarket / Grocery Store,98117,NORTHWEST,1956,1,1,0,60880,Supermarket/Grocery Store,232,14293972,8125218,6168753,384,['Supermarket/Grocery Store']
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,5,0,50176,"Office, Other, Restaurant",47,2933289,2836654,96634,25,"['Office', 'Other', 'Restaurant']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1977,1,1,0,128800,"Non-Refrigerated Warehouse, Other",14,1809102,371850,1437252,79,"['Non-Refrigerated Warehouse', 'Other']"
NonResidential,Large Office,98101,DOWNTOWN,1927,1,8,0,321945,"Office, Performing Arts, Retail Store",60,13656587,9955956,0,355,"['Office', 'Performing Arts', 'Retail Store']"
NonResidential,Large Office,98101,DOWNTOWN,1964,1,22,0,336330,"Office, Other - Restaurant/Bar, Parking",72,18967014,13134207,462194,531,"['Office', 'Other - Restaurant/Bar', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1960,1,21,0,298426,"Office, Other - Education, Parking",91,27076922,14315950,0,1085,"['Office', 'Other - Education', 'Parking']"
NonResidential,Retail Store,98144,SOUTHEAST,1980,1,2,0,291940,"Office, Retail Store",40,11688601,9933861,1754739,162,"['Office', 'Retail Store']"
NonResidential,Mixed Use Property,98108,GREATER DUWAMISH,1970,1,1,0,88400,"Distribution Center, Non-Refrigerated Warehouse, Office",48,4383100,2530658,1852442,116,"['Distribution Center', 'Non-Refrigerated Warehouse', 'Office']"
NonResidential,Warehouse,98133,NORTHWEST,1960,1,1,0,52311,Non-Refrigerated Warehouse,18,930612,16765,913847,49,['Non-Refrigerated Warehouse']
NonResidential,Other,98109,LAKE UNION,2009,1,5,69710,71421,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",43,3085814,3085813,0,22,"['Office', 'Parking', 'Personal Services (Health/Beauty', 'Dry Cleaning', 'etc)']"
NonResidential,Large Office,98109,LAKE UNION,2001,1,5,70067,106465,"Office, Parking",56,5803409,5803409,0,40,"['Office', 'Parking']"
NonResidential,Warehouse,98107,BALLARD,1973,1,1,0,52500,"Non-Refrigerated Warehouse, Office",72,3989399,3064777,924621,70,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Warehouse,98107,BALLARD,1959,1,2,0,57300,"Non-Refrigerated Warehouse, Office",80,4560492,1853914,2706578,157,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Large Office,98121,DOWNTOWN,1916,1,6,0,350310,"College/University, Office, Restaurant",53,18102026,15974366,2127656,224,"['College/University', 'Office', 'Restaurant']"
NonResidential,Hotel,98101,DOWNTOWN,1930,1,21,0,305548,Hotel,109,33729336,14578058,2866705,1511,['Hotel']
NonResidential,Large Office,98101,DOWNTOWN,1958,1,10,0,135918,Office,44,6423556,4302353,0,194,['Office']
NonResidential,Retail Store,98101,DOWNTOWN,1914,1,4,0,79957,"Office, Retail Store",80,5252131,5252130,0,37,"['Office', 'Retail Store']"
NonResidential,Large Office,98101,DOWNTOWN,1921,1,4,0,127268,"Non-Refrigerated Warehouse, Office, Retail Store",64,7711758,6039805,957428,148,"['Non-Refrigerated Warehouse', 'Office', 'Retail Store']"
NonResidential,Large Office,98101,DOWNTOWN,1926,1,10,0,132326,"Office, Other, Retail Store",53,6029020,5698221,2551,65,"['Office', 'Other', 'Retail Store']"
NonResidential,Large Office,98101,DOWNTOWN,1984,1,6,13200,96630,"Office, Other, Parking, Retail Store",88,7335906,7335905,0,51,"['Office', 'Other', 'Parking', 'Retail Store']"
NonResidential,Hotel,98101,DOWNTOWN,1973,1,19,59280,272787,Hotel,114,37785552,19800542,2398995,1468,['Hotel']
NonResidential,Large Office,98101,DOWNTOWN,1910,1,10,0,130513,"Office, Restaurant, Retail Store",89,11651200,6846996,4173175,318,"['Office', 'Restaurant', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98101,DOWNTOWN,1920,1,8,0,60660,"Office, Retail Store",55,2586116,2586116,0,18,"['Office', 'Retail Store']"
NonResidential,Large Office,98101,DOWNTOWN,1929,1,14,0,137350,Office,51,6366084,4107229,0,203,['Office']
NonResidential,Large Office,98101,DOWNTOWN,1929,1,15,0,151039,Office,43,5446624,2596546,0,238,['Office']
NonResidential,Small- and Mid-Sized Office,98101,DOWNTOWN,1906,1,4,0,63540,Office,62,3518460,2428286,1090173,75,['Office']
NonResidential,Large Office,98101,DOWNTOWN,1927,1,10,0,130893,"Medical Office, Office, Supermarket/Grocery Store",57,6962073,6962072,0,49,"['Medical Office', 'Office', 'Supermarket/Grocery Store']"
NonResidential,Mixed Use Property,98101,DOWNTOWN,1910,1,5,0,79920,"Office, Other, Retail Store",38,3009464,3009464,0,21,"['Office', 'Other', 'Retail Store']"
Campus,Mixed Use Property,98101,DOWNTOWN,1908,1,4,0,137400,"Food Sales, Multifamily Housing, Office, Other - Education, Other - Restaurant/Bar, Pre-school/Daycare, Restaurant, Retail Store, Supermarket/Grocery Store",123,14940504,10344729,4595774,316,"['Food Sales', 'Multifamily Housing', 'Office', 'Other - Education', 'Other - Restaurant/Bar', 'Pre-school/Daycare', 'Restaurant', 'Retail Store', 'Supermarket/Grocery Store']"
NonResidential,Other,98101,DOWNTOWN,1996,1,6,86429,61423,"Office, Other - Restaurant/Bar, Parking, Retail Store",158,9671619,7122619,2548999,185,"['Office', 'Other - Restaurant/Bar', 'Parking', 'Retail Store']"
NonResidential,Other,98101,DOWNTOWN,1996,1,4,166960,100375,"Movie Theater, Other - Restaurant/Bar, Parking",75,7273156,5169902,2103253,148,"['Movie Theater', 'Other - Restaurant/Bar', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1971,1,21,93204,363100,"Office, Parking",57,19397324,19397322,0,135,"['Office', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1986,1,12,15140,100717,"Office, Parking, Restaurant",45,4757300,4757299,0,33,"['Office', 'Parking', 'Restaurant']"
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1999,1,4,17500,70000,"Office, Other",63,4549892,4549891,0,32,"['Office', 'Other']"
NonResidential,Large Office,98121,DOWNTOWN,1998,1,11,184776,189629,"Laboratory, Office",69,13329024,13329022,0,93,"['Laboratory', 'Office']"
NonResidential,Other,98121,DOWNTOWN,1985,1,12,38000,155500,Other,98,14436982,14436981,0,101,['Other']
NonResidential,Large Office,98101,DOWNTOWN,1923,1,11,0,102846,"Office, Retail Store",52,5327250,1846369,0,282,"['Office', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1925,1,4,0,52800,"Office, Restaurant",47,2429021,1831932,597088,44,"['Office', 'Restaurant']"
Campus,Mixed Use Property,98101,DOWNTOWN,1913,3,10,0,258497,"Data Center, Office, Parking, Restaurant, Retail Store",77,20779796,16877013,0,419,"['Data Center', 'Office', 'Parking', 'Restaurant', 'Retail Store']"
NonResidential,Other,98101,EAST,1999,1,5,97400,109550,Other,93,19295226,17663475,0,249,['Other']
NonResidential,Other,98101,EAST,1988,1,9,0,46710,Urgent Care/Clinic/Other Outpatient,89,4169432,2722116,0,131,['Urgent Care/Clinic/Other Outpatient']
NonResidential,Medical Office,98101,EAST,1945,1,3,104000,162000,"Medical Office, Parking",86,13911761,11902958,1532059,201,"['Medical Office', 'Parking']"
NonResidential,Mixed Use Property,98109,LAKE UNION,2001,1,6,177660,200783,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",284,55073120,53506520,1566594,456,"['Data Center', 'Office', 'Parking', 'Performing Arts', 'Restaurant', 'Retail Store']"
NonResidential,Hotel,98109,LAKE UNION,1979,1,5,29409,79608,Hotel,87,9474745,5625395,3849350,244,['Hotel']
NonResidential,Large Office,98119,MAGNOLIA / QUEEN ANNE,1981,1,5,38452,237282,"Office, Parking",72,16373232,16373229,0,114,"['Office', 'Parking']"
NonResidential,Warehouse,98104,GREATER DUWAMISH,2001,1,1,0,123061,Non-Refrigerated Warehouse,16,1987935,1987934,0,14,['Non-Refrigerated Warehouse']
NonResidential,Distribution Center,98108,GREATER DUWAMISH,1963,1,1,0,59090,"Distribution Center, Office",47,2756215,634386,2121829,117,"['Distribution Center', 'Office']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1963,1,1,0,106000,Non-Refrigerated Warehouse,7,763364,763364,0,5,['Non-Refrigerated Warehouse']
NonResidential,Large Office,98102,LAKE UNION,1962,1,3,38400,120200,"Laboratory, Office, Parking",126,18309150,15941028,2368120,237,"['Laboratory', 'Office', 'Parking']"
NonResidential,Distribution Center,98108,GREATER DUWAMISH,1960,1,1,0,119661,Distribution Center,6,775729,774965,764,5,['Distribution Center']
NonResidential,Large Office,98109,LAKE UNION,2001,1,7,44728,94472,Office,53,4342597,4342597,0,30,['Office']
NonResidential,Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1984,1,6,33921,61800,"Office, Parking",32,3063504,3063504,0,21,"['Office', 'Parking']"
NonResidential,Large Office,98109,MAGNOLIA / QUEEN ANNE,1996,2,5,115228,98055,"Office, Parking",54,5661690,5661689,0,39,"['Office', 'Parking']"
NonResidential,Large Office,98103,LAKE UNION,2001,1,3,47656,56041,Office,179,11319836,4904243,6415592,375,['Office']
NonResidential,Small- and Mid-Sized Office,98125,NORTH,1974,1,5,0,74880,"Office, Parking",72,5134608,5134607,0,36,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98115,NORTH,1979,1,6,0,88774,"Office, Parking",71,6029122,6029121,0,42,"['Office', 'Parking']"
NonResidential,Large Office,98115,NORTH,1983,1,5,0,122250,"Adult Education, Bank Branch, Office, Parking",44,5535626,5535625,0,39,"['Adult Education', 'Bank Branch', 'Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98115,NORTH,1979,1,4,0,53730,"Office, Parking",88,4742869,4742869,0,33,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98101,DELRIDGE,1960,1,3,0,55593,Office,76,4224872,2842549,1382323,93,['Office']
NonResidential,Large Office,98109,LAKE UNION,1982,1,4,60960,73096,"Office, Parking",65,4695139,4695138,0,33,"['Office', 'Parking']"
NonResidential,Retail Store,98199,GREATER DUWAMISH,2005,1,1,0,158415,Retail Store,141,22394416,15927634,6466780,454,['Retail Store']
NonResidential,Large Office,98109,LAKE UNION,1929,1,8,0,287819,"Data Center, Office, Other, Restaurant",176,48406556,48155040,251511,349,"['Data Center', 'Office', 'Other', 'Restaurant']"
NonResidential,Other,98101,EAST,1975,1,8,0,158738,Urgent Care/Clinic/Other Outpatient,389,61762380,46528618,9571816,1269,['Urgent Care/Clinic/Other Outpatient']
NonResidential,Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1985,1,4,28800,58195,"Office, Parking",51,2991675,2991674,0,21,"['Office', 'Parking']"
NonResidential,Retail Store,98107,BALLARD,1999,1,1,0,164437,"Parking, Retail Store, Supermarket/Grocery Store",104,18390344,14099499,4290843,326,"['Parking', 'Retail Store', 'Supermarket/Grocery Store']"
NonResidential,Large Office,98109,LAKE UNION,2009,1,5,66234,118248,"Office, Other, Parking",47,5671256,5651060,20195,40,"['Office', 'Other', 'Parking']"
NonResidential,Laboratory,98109,LAKE UNION,1928,1,3,0,55200,"Data Center, Laboratory",210,11594121,7500378,4093742,270,"['Data Center', 'Laboratory']"
NonResidential,Laboratory,98109,LAKE UNION,2003,1,4,111793,129366,Laboratory,191,33713876,20388923,13324952,850,['Laboratory']
NonResidential,Large Office,98109,LAKE UNION,2004,1,6,52582,86700,"Financial Office, Food Service, Office, Other, Parking",37,3238216,3238216,0,23,"['Financial Office', 'Food Service', 'Office', 'Other', 'Parking']"
NonResidential,Large Office,98109,LAKE UNION,2009,1,5,98700,172371,"Medical Office, Office, Parking",42,7851334,7695280,156054,62,"['Medical Office', 'Office', 'Parking']"
NonResidential,Warehouse,98109,LAKE UNION,1914,1,5,0,127800,Non-Refrigerated Warehouse,22,2767491,2545590,221900,30,['Non-Refrigerated Warehouse']
NonResidential,Large Office,98109,LAKE UNION,2002,1,5,206597,353919,"Office, Parking",81,30083496,20922584,9160910,632,"['Office', 'Parking']"
NonResidential,Large Office,98109,LAKE UNION,2001,1,6,95000,131592,"Office, Parking",91,11963428,11719809,243618,95,"['Office', 'Parking']"
NonResidential,Mixed Use Property,98109,LAKE UNION,2003,1,5,50654,109046,"Office, Other, Parking, Retail Store",270,31371618,20355803,11015812,727,"['Office', 'Other', 'Parking', 'Retail Store']"
NonResidential,Large Office,98109,LAKE UNION,2006,1,4,73673,136143,"Fitness Center/Health Club/Gym, Office, Parking, Restaurant",51,6917478,5303806,1613672,123,"['Fitness Center/Health Club/Gym', 'Office', 'Parking', 'Restaurant']"
NonResidential,Large Office,98109,LAKE UNION,2006,1,6,109905,193198,"Bank Branch, Office, Parking",41,7519466,7147457,372009,70,"['Bank Branch', 'Office', 'Parking']"
NonResidential,Mixed Use Property,98109,LAKE UNION,1954,1,3,0,67380,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",42,2755829,1566221,1189608,74,"['Non-Refrigerated Warehouse', 'Office', 'Other', 'Other - Entertainment/Public Assembly', 'Parking']"
NonResidential,Laboratory,98109,LAKE UNION,1963,1,4,0,102235,Laboratory,236,24395228,15355254,9039972,587,['Laboratory']
NonResidential,Mixed Use Property,98109,LAKE UNION,2008,1,5,153684,282813,"Laboratory, Office, Parking",171,45252356,29992691,15259662,1020,"['Laboratory', 'Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1974,1,5,20826,67236,"Office, Parking",53,3415561,3415561,0,24,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1972,1,5,20416,66762,"Office, Parking",54,3632614,3632614,0,25,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1970,1,5,20416,66762,"Office, Parking",52,3493094,3493093,0,24,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1971,1,5,21600,66400,"Office, Parking",50,3484916,3484915,0,24,"['Office', 'Parking']"
NonResidential,Medical Office,98105,NORTHEAST,1988,1,4,88405,108344,"Medical Office, Parking",177,19165116,11703547,7461566,478,"['Medical Office', 'Parking']"
NonResidential,Medical Office,98105,NORTHEAST,1994,1,4,95281,95995,Medical Office,88,8422861,8005293,417567,78,['Medical Office']
NonResidential,Self-Storage Facility,98107,BALLARD,1946,2,2,0,111445,"Fitness Center/Health Club/Gym, Office, Other - Education, Other - Recreation, Other - Restaurant/Bar, Outpatient Rehabilitation/Physical Therapy, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant, Retail Store, Self-Storage Facility, Vocat",48,5697472,3007514,2689958,164,"['Fitness Center/Health Club/Gym', 'Office', 'Other - Education', 'Other - Recreation', 'Other - Restaurant/Bar', 'Outpatient Rehabilitation/Physical Therapy', 'Personal Services (Health/Beauty', 'Dry Cleaning', 'etc)', 'Restaurant', 'Retail Store', 'Self-Storage Facility', 'Vocat']"
NonResidential,Warehouse,98126,SOUTHWEST,1997,1,4,0,98475,Non-Refrigerated Warehouse,11,1090497,768997,321500,22,['Non-Refrigerated Warehouse']
