PrimaryPropertyType,ZipCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,z_SiteEnergyUse(kBtu),z_TotalGHGEmissions
Warehouse,98108,GREATER DUWAMISH,1985,1,1,0,37500,Non-Refrigerated Warehouse,30,1811506,1799898,11608,13,-0.4279447295105286,-0.7538610178213158
Medical Office,98122,CENTRAL,1990,1,2,0,39000,Medical Office,67,2615248,2275174,340073,34,-0.09581904504010048,-0.41690671997329254
Other,98116,SOUTHWEST,1924,1,1,0,22180,"Other - Mall, Restaurant",229,5089083,2671917,2417166,147,0.9264295653870036,1.3962283113041656
K-12 School,98144,GREATER DUWAMISH,1971,1,1,0,51704,K-12 School,35,1799403,1167845,631557,42,-0.43294598259814326,-0.28854317793595036
Distribution Center,98144,GREATER DUWAMISH,1969,1,1,0,25920,"Distribution Center, Office, Refrigerated Warehouse",47,1219745,1133481,86264,12,-0.6724747244192244,-0.7699064605759836
Refrigerated Warehouse,98144,GREATER DUWAMISH,1953,1,1,0,25480,Refrigerated Warehouse,29,741287,741287,0,5,-0.8701851722250528,-0.8822245598586579
Warehouse,98144,GREATER DUWAMISH,1970,1,2,0,31000,Non-Refrigerated Warehouse,74,2301044,2216816,84227,20,-0.2256557570239789,-0.6415429185386413
Small- and Mid-Sized Office,98144,GREATER DUWAMISH,1961,1,1,0,29740,"Non-Refrigerated Warehouse, Office",49,1467060,1259195,207865,20,-0.5702781692375817,-0.6415429185386413
Distribution Center,98144,GREATER DUWAMISH,1954,1,1,0,23236,"Distribution Center, Office, Retail Store",19,433871,217294,216577,13,-0.9972169180056156,-0.7538610178213158
Small- and Mid-Sized Office,98144,SOUTHEAST,2009,1,3,0,38075,"K-12 School, Office, Retail Store",50,1921801,1799412,122389,19,-0.38236816094914217,-0.6575883612933091
Small- and Mid-Sized Office,98144,SOUTHEAST,1970,1,2,0,39170,Office,60,2130674,1085835,1044839,63,-0.2960567723538072,0.04841111991207284
Other,98134,SOUTHEAST,1977,1,1,0,36070,Other - Recreation,22,1441665,1441665,0,10,-0.5807719990450653,-0.801997346085319
Other,98144,SOUTHEAST,1963,1,2,0,20047,Other - Services,6,117438,117438,0,1,-1.1279747068408774,-0.9464063308773291
Retail Store,98134,GREATER DUWAMISH,1914,1,1,0,20000,Retail Store,28,557864,557864,0,4,-0.9459800036792002,-0.8982700026133257
Warehouse,98134,GREATER DUWAMISH,1955,1,2,0,32400,Non-Refrigerated Warehouse,8,248616,248616,0,2,-1.0737687762842287,-0.9303608881226613
Supermarket / Grocery Store,98109,MAGNOLIA / QUEEN ANNE,1962,1,1,0,25159,"Parking, Supermarket/Grocery Store",344,8905287,4878886,4026400,248,2.5033775979382273,3.0168180295256106
Other,98119,MAGNOLIA / QUEEN ANNE,1948,1,1,0,27247,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",90,2332996,884313,1448683,83,-0.21245241581473623,0.3693199750054283
Distribution Center,98134,GREATER DUWAMISH,1955,1,1,0,26680,Distribution Center,7,243518,243518,0,2,-1.0758753935064596,-0.9303608881226613
Warehouse,98106,DELRIDGE,1953,1,1,0,31521,Non-Refrigerated Warehouse,57,1788148,720945,1067203,62,-0.4375968215224681,0.03236567715740507
Warehouse,98134,GREATER DUWAMISH,1951,1,1,0,24000,"Non-Refrigerated Warehouse, Office",52,1257034,436193,820840,47,-0.6570660053922011,-0.2083159641626115
Self-Storage Facility,98134,GREATER DUWAMISH,1952,1,1,0,21900,Self-Storage Facility,61,1333638,112187,1221451,66,-0.6254113750093511,0.09654744817607616
Retail Store,98134,GREATER DUWAMISH,1953,1,1,0,39900,"Non-Refrigerated Warehouse, Retail Store",4,145469,49005,96464,5,-1.1163916179126012,-0.8822245598586579
Warehouse,98134,GREATER DUWAMISH,1961,1,1,0,38005,"Non-Refrigerated Warehouse, Office, Self-Storage Facility",20,752094,632708,119386,11,-0.8657194577643528,-0.7859519033306512
Distribution Center,98134,GREATER DUWAMISH,1998,1,1,0,35579,Distribution Center,31,1096646,416047,680599,39,-0.7233422162668885,-0.3366795061999537
Distribution Center,98134,GREATER DUWAMISH,1975,1,1,0,49950,Distribution Center,5,238970,238970,0,2,-1.077754737391651,-0.9303608881226613
K-12 School,98112,EAST,2001,1,3,0,62078,K-12 School,32,1955014,1151755,803258,51,-0.36864374396170546,-0.1441341931439404
Worship Facility,98199,MAGNOLIA / QUEEN ANNE,1947,1,2,0,22612,Worship Facility,32,731322,156920,574402,32,-0.8743029518679578,-0.44899760548262807
Other,98125,NORTH,1976,1,2,0,38787,"Automobile Dealership, Parking",83,3204686,2225423,979262,68,0.14775102993779068,0.1286383336854117
Self-Storage Facility,98125,NORTH,1988,2,2,0,50368,Self-Storage Facility,15,753275,247692,505583,29,-0.8652314399260917,-0.4971339337466314
Warehouse,98134,GREATER DUWAMISH,1938,1,1,0,30545,"Non-Refrigerated Warehouse, Office",52,1577041,481781,1095260,62,-0.5248313530904323,0.03236567715740507
K-12 School,98112,MAGNOLIA / QUEEN ANNE,1922,1,3,0,32691,K-12 School,29,971990,472481,499509,30,-0.7748530982704988,-0.4810884909919636
Worship Facility,98119,MAGNOLIA / QUEEN ANNE,1963,1,2,0,24227,Worship Facility,42,1086678,219393,867285,48,-0.727461235582541,-0.19227052140794373
Distribution Center,98108,GREATER DUWAMISH,1956,1,1,0,27000,Distribution Center,24,651293,341140,310153,19,-0.9073728753041898,-0.6575883612933091
K-12 School,98102,LAKE UNION,1999,1,3,0,95501,K-12 School,32,3009967,2100632,909335,63,0.06728841736510281,0.04841111991207284
Small- and Mid-Sized Office,98104,LAKE UNION,1957,1,2,0,21183,"Office, Parking",26,361542,361542,0,3,-1.0271050147232956,-0.9143154453679935
Small- and Mid-Sized Office,98102,LAKE UNION,1961,1,3,3834,25558,"Office, Parking",26,755618,735889,19729,6,-0.8642632555103039,-0.8661791171039902
Large Office,98102,LAKE UNION,1985,1,5,55504,82234,"Office, Other, Parking",57,4704936,4704936,0,33,0.7676907097439472,-0.43295216272796033
Residence Hall,98103,LAKE UNION,1988,1,3,0,21118,Residence Hall/Dormitory,64,1361428,710939,650489,40,-0.613927873125123,-0.3206340634452859
Large Office,98103,LAKE UNION,2013,1,5,79284,126842,"Office, Other, Parking, Restaurant",32,4489661,3601473,887828,72,0.6787338595054733,0.19282010470408278
Small- and Mid-Sized Office,98103,LAKE UNION,1900,1,2,0,20500,Office,65,1326178,1282333,43845,11,-0.6284940279081038,-0.7859519033306512
Worship Facility,98115,NORTHEAST,1930,1,2,0,25521,Worship Facility,24,605186,361384,243802,15,-0.9264254057603287,-0.7217701323119802
K-12 School,98115,NORTHEAST,1986,1,1,0,23190,K-12 School,74,1705515,486316,1219199,68,-0.4717427809035193,0.1286383336854117
Small- and Mid-Sized Office,98103,NORTHWEST,1960,1,1,0,20678,Office,33,770333,179517,590816,33,-0.8581826606838766,-0.43295216272796033
K-12 School,98103,NORTHWEST,1922,1,3,0,28820,K-12 School,77,2595784,680757,1915026,106,-0.10386204182580089,0.738365158362787
Worship Facility,98178,SOUTHEAST,1954,1,2,0,27876,Worship Facility,41,1829981,611581,1218400,69,-0.42031041150724996,0.14468377644007946
K-12 School,98109,MAGNOLIA / QUEEN ANNE,1925,1,1,0,48789,K-12 School,27,1298308,857142,441165,29,-0.6400105877322648,-0.4971339337466314
K-12 School,98118,SOUTHEAST,1925,1,1,0,33105,K-12 School,52,1725336,473807,1251530,70,-0.4635522630608679,0.16072921919474725
Senior Care Community,98118,SOUTHEAST,1966,1,2,7233,41649,"Parking, Senior Care Community",162,6782435,2708255,4074180,235,1.626163674154952,2.8082272737149294
Warehouse,98108,GREATER DUWAMISH,1977,1,1,0,22320,Non-Refrigerated Warehouse,20,439066,439066,0,3,-0.995070218031216,-0.9143154453679935
Small- and Mid-Sized Office,98108,GREATER DUWAMISH,1982,1,2,0,40029,"Non-Refrigerated Warehouse, Office",37,1471914,1471914,0,10,-0.5682723787321465,-0.801997346085319
Small- and Mid-Sized Office,98108,GREATER DUWAMISH,1970,1,2,0,28304,Office,47,1269368,1269367,0,9,-0.6519692975030299,-0.8180427888399868
Other,98108,GREATER DUWAMISH,1970,1,1,0,26400,"Non-Refrigerated Warehouse, Other - Recreation",16,452612,452612,0,3,-0.9894726823520598,-0.9143154453679935
Warehouse,98108,GREATER DUWAMISH,1968,1,1,0,27680,"Non-Refrigerated Warehouse, Office",64,1778432,642420,1136012,65,-0.44161170832733165,0.08050200542140838
Small- and Mid-Sized Office,98108,GREATER DUWAMISH,1969,1,2,0,25872,"Non-Refrigerated Warehouse, Office",69,1787119,1064725,722394,46,-0.43802202927485634,-0.22436140691727927
Small- and Mid-Sized Office,98108,GREATER DUWAMISH,1969,1,2,0,25872,Office,96,2399354,985457,1413896,82,-0.1850316810888059,0.3532745322507605
Warehouse,98108,GREATER DUWAMISH,1969,1,1,0,20500,Non-Refrigerated Warehouse,10,222600,222600,0,2,-1.0845192183504424,-0.9303608881226613
Small- and Mid-Sized Office,98103,LAKE UNION,1958,1,2,0,21436,Office,25,534704,534704,0,4,-0.9555502772898055,-0.8982700026133257
Mixed Use Property,98102,NORTHEAST,1998,1,1,0,20233,"Non-Refrigerated Warehouse, Office, Other",31,630250,331967,298283,18,-0.9160683531793179,-0.6736338040479769
Small- and Mid-Sized Office,98103,LAKE UNION,2006,1,4,12400,27526,"Multifamily Housing, Office, Parking, Retail Store",37,1010968,849654,161314,14,-0.7587464434866398,-0.737815575066648
Small- and Mid-Sized Office,98103,LAKE UNION,1985,1,3,8110,23307,"Office, Parking",43,1126157,687472,438685,28,-0.7111475554498518,-0.5131793765012992
Self-Storage Facility,98101,DOWNTOWN,1928,1,6,0,46580,Self-Storage Facility,15,710275,710275,0,5,-0.8830000826400827,-0.8822245598586579
Retail Store,98101,DOWNTOWN,1916,1,2,0,25920,Retail Store,18,478690,478690,0,3,-0.978696620382398,-0.9143154453679935
Retail Store,98121,DOWNTOWN,1919,1,2,0,25920,Retail Store,26,1011668,867448,144219,14,-0.758457186512226,-0.737815575066648
Hotel,98121,DOWNTOWN,1910,1,8,0,61721,Hotel,52,2897080,2534592,362488,37,0.020640771549886968,-0.3687703917092892
Small- and Mid-Sized Office,98121,DOWNTOWN,1919,1,2,0,25920,Office,75,1793851,1057542,736309,46,-0.4352402036294939,-0.22436140691727927
Small- and Mid-Sized Office,98101,EAST,1925,1,4,0,39760,Office,62,2478960,512225,227114,150,-0.1521365515099698,1.444364639568169
Other,98101,EAST,1920,1,3,0,30971,Other,91,2823184,1314572,1277622,95,-0.009894847566230837,0.5618652880614415
Small- and Mid-Sized Office,98101,EAST,1946,1,3,0,22667,Office,166,3767135,1972293,155501,149,0.3801685956550331,1.4283191968135012
Warehouse,98103,LAKE UNION,1927,1,2,0,33840,"Non-Refrigerated Warehouse, Office, Retail Store",66,2227638,1244691,982947,61,-0.255988896258007,0.016320234402737298
Mixed Use Property,98103,LAKE UNION,2001,5,3,9226,32601,"Multifamily Housing, Office, Other - Mall, Parking, Restaurant",100,4193371,2439095,1754275,110,0.5562996467210933,0.8025469293814581
Small- and Mid-Sized Office,98103,LAKE UNION,2001,1,5,6010,27730,"Office, Parking, Retail Store",52,1291405,1291405,0,9,-0.6428630747242341,-0.8180427888399868
Retail Store,98103,LAKE UNION,1911,1,2,0,20516,"Hotel, Retail Store",56,1021797,264984,756812,42,-0.7542716380924582,-0.28854317793595036
Retail Store,98103,LAKE UNION,1906,1,3,0,27480,"Office, Retail Store",39,1215156,1215156,0,8,-0.6743710104986315,-0.8340882315946546
Mixed Use Property,98103,LAKE UNION,1947,1,1,0,46958,"Bank Branch, Bar/Nightclub, Office, Parking",39,1818868,1436548,382320,30,-0.4249025725881937,-0.4810884909919636
Distribution Center,98103,LAKE UNION,1984,1,1,0,26532,Distribution Center,73,1934224,784585,1149639,67,-0.37723467610179545,0.11259289093074393
Small- and Mid-Sized Office,98103,LAKE UNION,1981,1,2,0,22388,"Multifamily Housing, Office",26,576405,458439,117966,9,-0.9383184128754768,-0.8180427888399868
Other,98103,LAKE UNION,1969,1,1,0,30730,Other,99,3050455,1918002,1132453,74,0.08401904076519724,0.22491099021341832
Small- and Mid-Sized Office,98107,LAKE UNION,1986,1,2,0,35600,"Office, Parking",59,2173144,2104103,69040,18,-0.27850713849187253,-0.6736338040479769
Worship Facility,98119,MAGNOLIA / QUEEN ANNE,1949,1,3,0,62000,"Other, Worship Facility",29,1799664,286965,1512699,82,-0.43283813106911184,0.3532745322507605
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1981,1,2,0,23600,Office,33,776249,776249,0,5,-0.8557380260258307,-0.8822245598586579
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1986,1,3,0,40067,Office,58,2303733,2303732,0,16,-0.2245445970179807,-0.7057246895573124
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1989,1,3,6922,19497,Office,41,1074989,1074989,0,7,-0.7322914138310025,-0.8501336743493224
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1979,1,3,0,25262,Office,58,1469556,1174674,294882,24,-0.5692467615116719,-0.5773611475199703
Other,98103,LAKE UNION,1996,1,3,0,53103,Other,126,4877959,4788878,89080,38,0.8391880090068037,-0.3527249489546215
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1980,1,3,0,34106,Office,50,1619177,1619177,0,11,-0.5074197361277178,-0.7859519033306512
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1980,1,3,0,34545,Office,67,2313979,2313979,0,16,-0.22031070136106096,-0.7057246895573124
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1980,1,3,0,70296,Office,40,2782066,2782066,0,19,-0.026885802243297684,-0.6575883612933091
Small- and Mid-Sized Office,98104,DOWNTOWN,1902,1,4,0,27838,Office,44,1217509,1217509,0,8,-0.673398693840352,-0.8340882315946546
Distribution Center,98106,DELRIDGE,1971,2,2,0,28368,"Distribution Center, Office",42,1856231,1486130,370100,30,-0.40946327496673235,-0.4810884909919636
Other,98133,NORTHWEST,1964,1,2,0,92080,Other,56,5155090,3179345,1975745,127,0.9537052584014779,1.0753194562108102
Other,98133,NORTHWEST,1961,1,1,0,20236,Other - Recreation,97,1965182,1187424,777758,50,-0.3644420797962204,-0.1601796358986082
Small- and Mid-Sized Office,98133,NORTHWEST,1951,1,2,0,39815,"Non-Refrigerated Warehouse, Office",52,2050601,1488811,561790,40,-0.3291448776570022,-0.3206340634452859
Other,98133,NORTHWEST,1970,1,4,0,25557,Residential Care Facility,89,2280352,2280352,0,16,-0.23420619318765093,-0.7057246895573124
Other,98133,NORTHWEST,1958,1,2,0,26994,"Office, Other - Services",114,3076813,881662,2195151,123,0.09491080552462446,1.0111376851921392
Warehouse,98133,NORTHWEST,1972,1,1,0,48112,Non-Refrigerated Warehouse,31,1485946,1485946,0,10,-0.5624740160678973,-0.801997346085319
Other,98133,NORTHWEST,2009,1,1,0,20909,"Other - Public Services, Parking",63,1208029,678411,529618,33,-0.6773160597224132,-0.43295216272796033
Small- and Mid-Sized Office,98133,NORTHWEST,2001,1,2,16518,26275,"Office, Parking",67,1772188,1772188,0,12,-0.4441918805391028,-0.7699064605759836
Other,98133,NORTHWEST,2007,1,2,0,45000,Other - Recreation,131,5912066,2973668,2938397,177,1.2665060976355689,1.8775915939441987
Retail Store,98133,NORTHWEST,1998,1,1,0,26115,Retail Store,65,1689373,1148350,541023,37,-0.47841304673350166,-0.3687703917092892
Worship Facility,98105,NORTHEAST,1949,1,1,0,26033,"Parking, Worship Facility",38,1149140,340323,808817,45,-0.7016504225313482,-0.24040684967194706
K-12 School,98109,MAGNOLIA / QUEEN ANNE,2007,1,4,0,48660,K-12 School,38,1881516,822509,1059007,62,-0.39901489982665655,0.03236567715740507
Senior Care Community,98109,MAGNOLIA / QUEEN ANNE,1970,1,2,0,46539,Senior Care Community,116,5400050,2306556,3093493,180,1.0549286704763428,1.9257279222082022
Residence Hall,98121,DOWNTOWN,1909,1,4,0,29796,Residence Hall/Dormitory,75,2233262,845812,1387450,80,-0.2536649230807167,0.32118364674142497
Retail Store,98121,DOWNTOWN,1920,1,2,0,26400,"Office, Parking, Retail Store",46,983596,761163,222433,17,-0.7700572176347179,-0.6896792468026447
Small- and Mid-Sized Office,98121,DOWNTOWN,1918,1,3,0,38148,"Office, Retail Store",25,1262256,1262255,0,9,-0.6549081483630741,-0.8180427888399868
Mixed Use Property,98109,LAKE UNION,1928,1,2,0,28800,"Non-Refrigerated Warehouse, Office",16,456953,249311,207642,13,-0.987678875886445,-0.7538610178213158
Worship Facility,98119,MAGNOLIA / QUEEN ANNE,1955,1,5,0,31945,"Parking, Worship Facility",56,1806468,1806468,0,13,-0.43002655327780964,-0.7538610178213158
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1985,1,5,33055,52908,"Office, Parking",85,4480961,4480960,0,31,0.6751388085377589,-0.46504304823729586
Retail Store,98101,DOWNTOWN,1900,1,4,0,34680,Retail Store,34,1169949,774990,394959,26,-0.6930516391305241,-0.5452702620106347
Worship Facility,98101,DOWNTOWN,1968,1,3,34510,40548,Worship Facility,74,5587347,1057107,4530240,248,1.132324332671746,3.0168180295256106
Retail Store,98101,DOWNTOWN,1915,1,1,0,36504,Retail Store,130,2100983,1968493,132489,21,-0.3083258135356932,-0.6254974757839735
Small- and Mid-Sized Office,98101,DOWNTOWN,1907,1,6,0,35200,Office,85,2998208,2998208,0,21,0.06242931341920007,-0.6254974757839735
Small- and Mid-Sized Office,98101,DOWNTOWN,1907,1,5,0,35840,Office,43,1538751,723240,815511,48,-0.5406537095908673,-0.19227052140794373
Other,98101,DOWNTOWN,1941,1,2,0,25920,Bank Branch,57,1333432,1333432,0,9,-0.6254964992046785,-0.8180427888399868
Small- and Mid-Sized Office,98101,DOWNTOWN,1928,1,4,0,30525,"Office, Retail Store",133,2883139,2121106,0,74,0.014880012292311479,0.22491099021341832
Other,98101,EAST,1964,1,4,0,49243,Other/Specialty Hospital,162,8476183,7560588,915594,101,2.326061419725569,0.6581379445894482
Other,98104,EAST,1912,1,3,0,20411,Social/Meeting Hall,99,2014476,774943,1239533,71,-0.3440726036580003,0.17677466194941502
Medical Office,98122,EAST,1962,1,2,10285,20570,Medical Office,137,2946756,1537788,1408968,86,0.04116809935128715,0.4174563032694316
Small- and Mid-Sized Office,98122,EAST,1910,1,3,0,73549,"Office, Worship Facility",38,2828950,927581,1901370,107,-0.007512196545559416,0.7544106011174548
Medical Office,98114,EAST,1963,1,3,0,39115,Medical Office,75,3735308,2998320,736988,60,0.3670169074769357,0.00027479164806952494
Other,98101,EAST,1916,1,3,0,38038,"Food Service, Office, Other - Entertainment/Public Assembly",30,1107291,425243,0,56,-0.7189434441345529,-0.06390697937060157
Worship Facility,98104,EAST,1962,1,3,0,37796,"Parking, Worship Facility",46,2465984,883838,202628,123,-0.1574985493671034,1.0111376851921392
Small- and Mid-Sized Office,98107,BALLARD,1993,1,1,0,27744,"Data Center, Office, Other",193,5355753,5355752,0,37,1.036624075911188,-0.3687703917092892
Warehouse,98107,BALLARD,1960,1,1,0,36444,Non-Refrigerated Warehouse,4,161311,161311,0,1,-1.1098453193573676,-0.9464063308773291
Warehouse,98107,BALLARD,1950,1,1,0,27553,Non-Refrigerated Warehouse,35,966677,427592,539085,32,-0.7770485587062995,-0.44899760548262807
Distribution Center,98107,BALLARD,1951,3,1,0,57310,Distribution Center,22,1253746,687408,566337,35,-0.6584246867234477,-0.40086127721862475
Mixed Use Property,98109,LAKE UNION,1920,1,2,0,25920,"Office, Other, Other - Services, Residence Hall/Dormitory, Restaurant",38,989080,779325,209754,17,-0.7677910958523103,-0.6896792468026447
Restaurant,98109,LAKE UNION,1919,1,3,0,40686,Restaurant,52,2106074,842032,1264041,73,-0.30622208888320657,0.20886554745875055
Retail Store,98109,LAKE UNION,1964,1,2,0,45271,Retail Store,56,2553764,1146853,1406910,83,-0.12122572477561237,0.3693199750054283
Small- and Mid-Sized Office,98109,LAKE UNION,1920,1,3,12180,16200,Office,48,1372213,804313,567900,36,-0.6094712495979047,-0.384815834463957
Small- and Mid-Sized Office,98109,LAKE UNION,1926,1,3,0,26176,Office,41,966907,417532,549375,32,-0.7769535171289921,-0.44899760548262807
Small- and Mid-Sized Office,98109,LAKE UNION,1926,1,1,0,37740,"Office, Parking",199,7442314,6974197,468117,73,1.8988416784681046,0.20886554745875055
Other,98109,MAGNOLIA / QUEEN ANNE,1961,1,1,0,26000,Other,106,5277482,3179693,0,184,1.004280600704984,1.9899096932268732
Worship Facility,98109,MAGNOLIA / QUEEN ANNE,2009,1,3,0,23241,Worship Facility,32,739210,403459,335751,21,-0.8710434389905635,-0.6254974757839735
Other,98109,MAGNOLIA / QUEEN ANNE,2002,1,1,0,21018,Other,84,1761138,1585357,0,25,-0.44875800849234926,-0.5613157047653025
Other,98109,MAGNOLIA / QUEEN ANNE,1998,1,1,0,30533,Museum,206,5903015,2630916,3272098,192,1.2627660049563985,2.1182732352642155
Other,98109,MAGNOLIA / QUEEN ANNE,1992,1,2,0,40600,Other,56,2485521,1509514,374537,41,-0.14942538721121412,-0.30458862069061815
